"","1","2","3","4","5","6","7","8","9","10","11","12"
"0.005",5.23649961611135,3.90306077435631,3.33903426597884,3.02186689700399,2.81041167180441,2.66682385024772,2.56810070055909,2.48641532922004,2.4324831493161,2.38747431167985,2.35219465295404,2.31241287043794
"0.01",5.33091232476147,4.08417637588608,3.53974199864731,3.21582080057929,3.02103359408765,2.89673720813417,2.8091611105936,2.78494275896061,2.73210785626055,2.71244855468448,2.71975614503897,2.70875931457596
"0.015",5.48117099196857,4.25396477129665,3.73392663722263,3.44814102717665,3.2776644859935,3.21397184311276,3.14347824810749,3.13019751303135,3.12840439854349,3.16713827761621,3.22355760357582,3.3295923452917
"0.02",5.63725322112284,4.44609233593832,3.94925795460296,3.6954017656685,3.61938093339841,3.53834045159657,3.55499367644241,3.59930967228221,3.72740498377576,3.90493810329622,4.14858351536299,4.51895093233035
"0.025",5.82650484216344,4.64609162820606,4.17643700009794,4.01918041258163,3.97569692299803,4.0059636928831,4.13642284022285,4.38259512615111,4.74733993654449,5.38394454786058,6.35859305075788,7.70656639307368
"0.03",6.02971797930178,4.88032690238973,4.48739251373171,4.39753732786095,4.41504739320635,4.64238819761042,5.01551790075456,5.69637666676,6.75363387233412,8.55454499634932,11.2029151903914,14.920384172482
"0.035",6.2222291536326,5.11833756385055,4.81030769054806,4.85637495189249,5.08374859834586,5.63206966449358,6.60166078876288,8.04968106559133,10.8567920178588,15.080384152318,19.0204240279016,23.1456819937558
"0.04",6.46091326358498,5.38832960111066,5.17111682552622,5.42517713827449,6.00680748181758,7.07544660062097,8.94713017767768,11.8358766450194,15.8542199868294,21.2444667193964,23.8057996767412,27.0887276897159
"0.045",6.68036696823782,5.72076074953174,5.58613110904297,6.07198510886422,7.11834077552021,9.21403094582647,12.4606594211865,16.5843077440372,23.1598418778772,25.7195154861863,28.5471558926281,28.6422300307234
"0.05",6.91906550081474,6.0302754321422,6.11674259609556,6.95317967462336,8.67656410079581,11.8193792313889,16.148777959447,21.8805435251162,26.6554764731984,28.1312975586877,29.7984818007531,30.5502916058052
"0.055",7.16592207833111,6.38865739939215,6.72724019242227,8.09159142924389,10.7058246785415,14.9009643408128,20.1393143022841,25.0117714726814,27.246452998329,30.161248631609,30.806237256531,31.3789852842186
"0.06",7.38319456024334,6.83118088730764,7.46197695095933,9.39741038305477,13.3135598891782,18.4581055263147,23.6214326164632,28.841046777701,30.5279818986393,31.2564349988882,30.2596937329457,34.027452109149
"0.065",7.72632617567174,7.27695993293997,8.30003017458267,10.9278095127891,15.0300635667524,22.0540619391194,27.7954139546116,30.9494675122977,32.2126570206413,32.150057333921,32.4874825781429,33.968323346733
"0.07",7.97861105401131,7.81243890029446,9.22319095132692,12.633814463699,18.3153997567879,23.9877780938913,28.4178484102243,30.0421461937583,31.7755293818223,31.6118965522837,32.891712944759,34.7937679748792
"0.075",8.27166600802171,8.40615475109378,10.3323563834999,14.6805954530018,20.7580831300792,27.5284015550771,29.8578276687241,30.3870612653923,32.151314649347,32.4288673820782,34.7469867360061,36.4223594888572
"0.08",8.59681117385973,8.9218349102441,11.4041618478337,16.7618908155649,23.5921222912818,28.3641712519474,30.9664760236215,32.7926342290406,33.424671401069,34.8444433480952,36.7016831869426,35.5039705117122
"0.085",9.00565675838785,9.72854903911505,13.0105860238246,19.4788512225388,25.6764919587757,30.1575494635139,33.0054593148892,34.2339565782114,35.3074073890137,34.4651690235947,35.4873602342079,37.6236347540898
"0.09",9.50773874564006,10.4406969014157,14.2922295333853,21.4024991381358,28.3205648339142,31.5355164418919,33.0798015185213,33.5838014660771,36.1851710452444,36.6057468552877,37.3787623328467,38.8298910828568
"0.095",9.83334281035455,11.2959722870688,16.1467492110519,23.8357097787653,30.1997213333317,31.5605291102332,33.2230907593551,34.1735888616453,35.1073940739874,37.1931292452583,40.7527188165393,41.0440096212958
"0.1",10.083336017223,12.3369596700847,17.4531284584249,26.1419225014746,31.3832338008777,32.9559801705454,36.325149747573,35.725766597313,37.736187326525,38.4377062490066,39.6279664067288,40.8663682219788
