"","1","2","3","4","5","6","7","8","9","10","11","12"
"0.155",9.56661754726897,13.0327904108881,17.178628714026,19.0722507164404,19.081268883593,20.7221444038525,21.2805017382194,22.7146615262518,23.9344887803243,27.3244750707497,30.3256972051531,33.0965017111365
"0.16",9.86388145690453,13.333330115161,17.5332868982502,19.8025296391691,19.7512942087529,21.5168272921352,21.9637600039585,23.1624674653374,24.738091712648,28.8426518650929,30.2695531494071,33.6081105543301
"0.165",10.1597026559196,13.9552858080008,18.3719058941661,19.9886701864437,20.1009287893362,20.8456423555377,22.3155583877673,23.8675480398377,26.1286850584067,28.5491665031832,31.8323619193651,35.0961147187903
"0.17",10.5617601367591,14.4749999719925,18.6094208382551,20.8268020346005,20.0594052119324,21.9611321115757,23.2418343014319,24.6176460470316,27.5173026964255,29.8745309107529,32.9242822620053,36.5805325018639
"0.175",10.8047191809262,14.8521025728376,18.6669378894508,20.4618320531335,20.0886568622532,23.1151643524215,23.754762098312,25.7088917744207,27.5888110362395,31.3590342823257,33.5680507200422,38.2865574290031
"0.18",11.1033354349121,15.0790072670374,19.2043497551167,20.6378443942736,20.6365582551966,22.3573561662877,23.5862691609392,26.5115378825983,28.479923170875,33.7207669707072,35.1039338820915,38.5799230445518
"0.185",11.3502010621228,15.5643838935326,19.5952296014584,20.9682697395794,21.3199217623301,23.5296414728686,23.7077832328925,27.4078405722465,29.2095587576094,34.6078644226859,35.7707394341501,40.8950651951552
"0.19",11.5582531070898,16.5482201282399,19.941099893291,20.8037992257756,21.8427000768172,23.3874067493068,25.300583246347,27.8532546455188,30.255121085162,35.1442714403158,37.6291084205999,43.4104656151297
"0.195",11.7461374303535,16.9314460538501,20.8932201128908,21.7322516389058,22.2487141160067,23.3324416783135,25.8633529577702,29.5772328605994,30.5889523910576,36.0142162282959,39.462491820324,44.5067958836387
"0.2",12.1702686501944,16.9988240359184,21.0429841687068,21.6222511453089,23.1888655211631,24.0892411415307,26.0245560160131,29.1806516936521,33.5497136369679,36.260823745536,39.474523339774,46.2977886540275
"0.205",12.3258340292767,16.8457285296826,20.684133070773,21.1654078019805,23.1030791820869,24.8825485068325,27.1643220111084,30.2351028439008,34.5102929681199,38.4867801340236,41.5791618756489,47.8085523871337
"0.21",12.5422110823845,17.3639656116158,21.3624340622884,21.4976665133081,23.8827852255401,25.2699795803312,27.7972652080135,31.4567357981631,34.739500442369,38.9165033365744,43.4141754487759,48.1883767573997
"0.215",12.8966737149109,18.0173572522254,22.2713710772769,22.1759052013564,24.2855981184272,25.6827125877503,27.9111428112689,32.3741783938835,37.2972100618772,39.958904398068,45.3428007021935,51.6931644794426
"0.22",13.3321915015873,18.5501582414951,22.8947476269649,22.276266973848,24.9756173157943,26.6350931547188,29.2611090253606,34.1738200369338,38.8630716143621,42.9026671736601,46.6978347287798,50.8707372536143
"0.225",13.6713913892825,19.2266194120767,23.2980464817742,22.2309226970802,25.4819456463838,27.2235816982357,30.5280523659887,35.1274392250673,39.6260647193618,45.9868734187565,48.5614460438288,52.6695688306363
"0.23",13.7533176443486,19.8432591112482,22.9358734915615,22.5474138369264,25.8809940610387,27.4641834496822,30.4984570412578,35.183525384487,40.9081872434256,46.4659781618833,52.5284956981051,55.5338876743029
"0.235",14.0521654758283,20.1127315760753,22.8991642807849,23.3111977888693,26.7904963397191,28.2089053705799,31.379333150966,35.4743920282455,41.5140636264058,46.9960072643196,53.6093614199523,57.9249916375749
"0.24",14.3249340007238,20.6572181349299,23.547385415962,23.5961273466969,27.4666072378388,28.827233190651,32.6485244001987,38.7668594410051,43.5430486100527,48.3188190093442,54.6413033619887,59.400316951772
"0.245",14.8148705959657,20.4979227951679,23.5746282943946,24.4297144072058,27.1108505061383,29.2913066094894,34.4018479948496,39.1471914596572,44.6110257691318,48.7603047286489,55.3037457006379,60.128688890629
"0.25",14.9988060881968,20.8751448287564,22.9314823140952,24.1858408657352,27.3407627174919,30.4178067476831,35.3919582930664,39.2577169653164,45.0370421208767,50.6239617320102,55.6642281296631,63.1325016571726
"0.255",15.1404372395085,21.4844633825764,23.2361575024965,24.4668758396933,27.7492066205588,30.0276188014295,36.9383312959401,39.9952177242506,46.7344562492893,51.6476328287776,58.5332693267389,65.6720888561373
"0.26",15.3358405387383,21.9859031837915,23.827459526566,23.9347802761219,29.8762559409218,31.7607138544304,38.8941240869226,39.5792019372998,49.2957521725384,52.8018318681751,60.5768061340187,65.5254336697175
"0.265",15.832739026622,22.7915187886265,24.4640624609289,24.5967235085539,28.8520255849744,31.9601122363205,38.7154940933059,43.1220806066971,52.5582182785206,56.8276204085254,62.1979910614493,69.592178072775
"0.27",16.1271440042735,23.1032909484597,24.4373509741436,24.4527700307464,29.0865026795804,32.7421502637191,39.4985170953353,44.9330442201405,53.2403913913649,57.9808679291581,64.9912352489049,71.88271462367
"0.275",16.3137064897756,23.4605437133732,24.8965423711541,25.3086457381489,29.5487006435361,31.8331790047809,39.9293193871477,45.2564666034824,52.5658652505193,58.238667513092,68.0293392615247,75.9827161719186
"0.28",16.463574904466,23.3248167054108,24.3188899236082,25.3129247315993,29.7161959332843,32.8580483832297,41.8033022787822,46.5963999950018,54.5147855582658,61.6700274331535,70.1384105664935,75.5520104814485
"0.285",16.7658304484878,23.6827802429272,24.8415272614067,25.7917100373348,29.6821224528289,34.5954788916723,42.1436097965698,47.57082057951,55.3754264819423,61.278055031179,70.1566014649321,73.2239500789773
"0.29",17.0363407916481,23.3757197360513,25.2159940858284,26.2153486347736,31.3086333741878,35.2545285689702,42.4485781790851,46.9358185528545,53.1830388816383,61.502436247614,69.077603990037,76.2949671423075
"0.295",17.3857911811991,23.5487223194163,24.7010534004333,26.4296435732238,31.9283744034684,36.1349851245266,42.1676330358839,48.2766851002806,55.6615884152747,61.9574743666884,70.7465503331921,77.0470670344548
"0.3",17.9505877612333,24.6673931230051,25.1080689904974,26.9120247590096,31.6824492767259,36.8451396186624,42.9045081842764,48.2587981197237,57.6977435162963,63.0669020225676,71.0003542938389,75.2060947035323
"0.305",18.1159363627713,25.0065666335314,25.3034763264527,27.0778664985102,32.8167581816,36.8400541074428,42.2240776524394,49.6346272599314,56.6233579162776,63.4420253993349,70.6118186013182,76.5324056465594
"0.31",18.4674191376826,25.7825289143684,26.175886660679,28.1484455293243,33.7072972622132,38.9124696674462,45.3847979229092,49.5933253217633,57.5340675599374,63.2278112256135,72.8212663069522,76.9438102104041
"0.315",18.8127546648407,26.3065675038895,25.6629297096418,29.032572530487,34.1325370305498,39.7471567605876,47.6803494609849,51.4327901462478,59.3118813887357,62.6841071591655,70.774535562461,76.1473817603171
"0.32",18.9355067427986,26.2955162191502,27.4268984365658,29.9239016282309,35.5772179424888,40.3390598933015,47.6961694520429,53.6986603567181,59.0341309070115,63.1257279585086,72.7397688137821,76.9571729598104
"0.325",19.2231208059873,26.7910213479492,27.5797498946669,30.4000643655371,36.9141219066082,40.7439149604938,46.6888081849637,54.3227241945172,61.7314814973948,64.5869056140009,70.751482061714,77.8900735517429
"0.33",19.3908886709725,26.8106883744538,27.6711227482651,32.0881335955549,36.3603674848643,43.4521680333297,48.9963236507085,54.028817977321,61.3838310685659,66.3826681970627,73.184763437155,80.5715449018875
"0.335",19.5541712316659,27.2326638132623,26.8057469083196,32.3641243625128,37.483096846537,43.9272772746592,50.5559363931792,57.0077004896185,65.7508270565355,68.5878835331208,75.3230405569056,82.3858092291433
"0.34",19.7958655456451,27.7854207707584,27.2923588527455,33.1849070197662,38.9755463249431,47.5716419040571,52.3676084907488,58.4469937948945,64.9189216077125,69.0986376113423,78.3840213999616,85.2981982019861
"0.345",20.2368505603472,28.0905327606896,27.0495487400027,33.6365455681833,39.954688991271,46.5368976298141,52.6078485293363,61.5262064883475,64.4766496826532,69.6186982533228,80.1897543806613,83.5666796576857
"0.35",20.5955378616433,27.9546854133991,27.7340889217472,33.8113868634413,39.1289625755806,47.6753175638742,54.7265776338888,59.9787143988162,66.5836035016723,74.3847289130754,79.6495281603117,87.021323928278
"0.355",20.9971745998054,28.4271630679516,27.9060922707015,34.4876657785111,38.6912696218736,49.812453273894,56.9253608594726,62.846298333183,68.9955977855916,76.5483313421377,83.1966171026282,89.7309313265836
"0.36",21.1765766647042,28.7601192502288,28.1800097066012,34.4753754295627,40.793821263278,50.3674689696206,57.6689301748537,64.641342586733,67.7509336476107,77.5304204548732,83.1024633806784,88.1105099394357
"0.365",21.5820067020153,28.8725602322709,29.13761254822,36.6683360675121,40.6442542858199,51.3752830068398,58.9143072761764,65.1361141076465,72.9072593004741,77.1633270272908,88.8957009751057,91.6617730528629
"0.37",22.0543249424372,29.0852022223541,29.4450409938002,36.2718157485577,41.3270916951812,53.1637191224873,58.7389419134906,66.816395644566,72.6096548555168,79.7748981659457,89.5022327743838,93.2630858269057
"0.375",22.439302459121,29.80171031084,29.1592963501005,37.3632891832486,43.1724008458292,54.9958361193246,59.9583469342987,69.3021199201084,75.1644862585565,82.5515750220938,91.3447950039534,94.2147430608537
"0.38",22.3878600700464,30.1279749812613,29.5417154278085,37.2726543443608,43.3476251243876,53.8633874320946,61.5251056903119,73.6025736529218,75.8819910630871,82.674642933457,91.3816134375972,95.6759127197457
"0.385",23.2523811808907,30.786355199576,30.4161443432554,39.6282941100647,43.9948630239919,55.7787100127887,61.6850187109071,73.3599730779939,79.4760243005852,86.0864940257723,92.4805890202071,93.6958660380745
"0.39",23.4153610592224,30.953286841057,31.2438137965479,39.9690647961663,45.5896314774309,58.639631586823,62.6637218480209,75.7768799775905,80.1070001231639,89.4304015513519,92.5679549468598,103.535836585331
"0.395",23.5172638426128,30.8910227322605,31.5314602639469,40.322417874186,46.3588210311209,60.1512719548369,67.1587429066557,77.1629099697942,81.6592752190737,88.1961995022957,95.7217627939302,102.874965410546
"0.4",23.3469034906345,32.2335758738872,32.0575603032356,42.0040242485464,47.1881779114564,58.1326145743953,66.8809772803355,81.6556776165572,84.1940228921342,91.7324108129996,98.9780812412841,109.150063990216
"0.405",23.7268532065474,32.4538382061812,32.0465839018562,42.8362287573506,47.9517288900629,60.5091004307817,67.8653334227689,76.9191168915937,86.0761174558543,95.8474921914772,103.169868690556,112.100909101504
"0.41",23.8294014380735,32.5698630484947,33.083335536745,44.4795370392855,50.3228089261258,62.0715388889325,69.2062661865232,79.7644016756041,89.3115312139556,95.7563039265242,105.749782796771,112.523946293049
"0.415",24.5533840926546,32.444477902915,32.8288275948925,45.4351982687576,52.3078172148995,63.401221798752,71.0550224440094,82.767687013844,92.2190573204857,96.8387622857639,109.299750692628,115.301739579773
"0.42",24.5842657214951,32.598010945126,33.716011383825,47.0796260687339,54.0753451559424,64.7219529022947,74.6628504191931,84.2642626849245,91.9884428505176,102.791763140308,106.237499179538,115.807298538847
"0.425",24.3862024077928,32.9896043868649,34.2668257858354,49.1275660034325,54.8347064636593,67.9471677613224,75.2444807323853,84.7894740804006,94.592775178478,104.322043294452,113.683144673936,118.550473109776
"0.43",24.7539426181239,34.2437110547451,34.4501156348934,50.0322320549868,55.666231199111,70.5453169451148,78.477244573038,85.9639134104207,96.6058048512622,104.536105160918,115.805000980037,122.14063799355
"0.435",25.495371368478,34.8938146868545,35.4290427208116,50.9181507526568,57.8062030012712,72.2185614580198,82.2167615704832,89.6427330178907,98.0606868968031,104.311986473319,112.803278004037,119.653242403429
"0.44",25.6800483521465,35.0279950199073,36.2589841046743,51.7672442528402,59.5956030591622,74.168847459512,81.7166304134071,92.3120215972357,105.338997284698,107.54812048803,118.997656934721,125.500616452818
"0.445",25.8925861955645,35.1031410275645,36.607810016453,52.7595241079592,58.8470603813497,74.2056198561806,85.5283825765394,95.1713301210128,105.07928913361,115.427237055683,122.686053192272,128.820800006079
"0.45",25.7187542340681,34.976107091186,36.7558208698502,53.4567947913259,59.4767559052763,77.1588558184482,87.6099891486788,96.9298996261979,107.548956453315,115.746897777001,131.158858459243,136.238615788493
"0.455",26.2354462532566,34.7041645504959,37.3746509928745,55.0277487677949,62.2094982538563,82.788154300265,89.9785329352014,103.519739456739,108.93063747492,121.297613455035,130.615413740375,135.140870323857
"0.46",26.4805386493833,35.400606861748,37.6001099081674,55.2682780818504,63.6326298899118,81.1232530853611,93.3092433291492,103.590789723316,115.221929686522,123.626792352687,131.48125525611,144.603193236491
"0.465",26.7370136909677,35.8076534619564,37.7720089187693,57.0140975955435,65.8694541393736,81.6822636602538,97.4108002532166,105.659297262458,118.178738904137,124.882100912653,138.615526315802,154.978392502113
"0.47",27.1258005002151,35.2711096423999,38.063921391796,56.7207131685139,64.4853393736028,83.0935471527933,98.5909071313635,109.938563911226,121.210914247759,126.908432813239,139.25496636647,153.605830764613
"0.475",27.2006514036279,35.5556544005641,38.1304804118249,57.7178677030026,64.6042037294436,86.9086389926541,99.2636437649854,113.329519012965,122.122171291496,134.984453064093,149.05865296949,157.541668307891
"0.48",27.8730619414378,36.5226012306954,39.7260385919551,59.3405376144035,66.4102186236971,87.4402256549095,102.68780808777,112.031231763832,127.227683985063,137.073290745962,152.218705738455,163.079115586118
"0.485",28.0499928919444,35.9319724513405,38.3700725342873,57.7222723403958,66.6520269702626,88.5762938915362,100.274724796772,115.382555499566,127.964310735407,136.919212359446,148.313986965937,163.772693937877
"0.49",28.2697369585353,36.1259210232525,37.9138963118533,59.193446949998,69.4857047454119,87.3757293408622,99.1270933409359,112.499495031691,127.257286699728,142.332937612999,154.835509155954,163.253015432292
"0.495",28.2835955812184,36.518121757468,37.6556037763533,58.6264449488701,67.7249268573061,89.0368154114963,99.850665982736,117.189529661346,132.563175151012,141.041472327621,154.979182524776,166.99983493985
"0.5",28.4866339967395,37.027488536905,38.3299919799658,59.0409218079695,67.7193712993485,89.904460393002,100.426746012895,118.805994972362,130.211381683359,141.179088424114,155.972825950674,165.982767714942
"0.505",28.8867210290162,36.3325947436756,39.17478011346,58.1436280845467,67.152201066928,86.2201740371745,97.927346291819,111.198373361849,125.30076830803,136.703824825956,155.136658654168,167.21761935316
"0.51",29.6449081726784,36.7841534172009,39.3736566963823,57.3188868135474,67.5176290943411,86.615263001192,97.9042686471601,114.178639726307,127.035268939985,140.832898208883,157.691077238927,165.366116878003
"0.515",29.5763279613958,37.8266063230301,39.0559014652622,57.04164571657,66.9471673544781,88.5463397247184,97.6432709512187,113.994879077643,126.762389301596,140.33788008218,157.023308674829,163.713444355875
"0.52",29.9588344444711,37.165978744251,41.1504657323453,57.027703785275,67.1286037073065,88.1955971949473,99.2331282677644,114.681867304461,126.937916050749,139.928062154406,153.299227790859,170.458126958163
"0.525",30.1648508870119,37.4406469509519,41.1787942904515,57.9919263798212,65.6075365546804,90.6163536189162,101.009932097575,111.437066690969,123.088324020326,139.713444560057,157.93876808621,171.787082007333
"0.53",30.3202838555885,37.5245469378483,40.5589266081586,58.3309269603219,66.0361307215954,89.2416338863736,99.3368509745108,111.173706333469,123.763710787853,137.396605191551,156.150836823936,166.888628555035
"0.535",30.9095776088026,37.9224556936044,41.0945167625129,57.5977121269006,64.9321520702174,88.2777617606293,101.549136959078,112.338052002752,125.818410504115,136.417659541359,153.333308375589,163.906731431815
"0.54",31.36571496283,37.6510188639318,42.3472243004914,57.3943191533333,66.2811471983376,86.4074578686227,100.667254892792,112.383510935047,126.599751931428,136.751534770216,151.969596748418,163.998710638439
"0.545",31.7323291327572,38.0212480718853,42.1902299208227,58.7520695538249,66.3843513309053,88.4931062180864,99.1405804889446,112.226626355133,126.698456743277,136.006516095592,154.250017160528,162.129567613878
"0.55",32.0068702991024,37.4751698687226,42.5782851102022,57.2791192543907,68.8683974736068,86.8633517560588,100.082229879499,112.665599849841,125.777932983525,138.474595695857,153.146353509851,164.194674318943
"0.555",31.9860506730553,37.1126716848085,41.7874073426085,57.8197617388464,68.3416935310097,88.4091077038152,101.62487555891,115.945662409537,127.967562309854,133.613756459856,153.378992036104,170.657680720004
"0.56",32.1137533987933,38.0531270840023,42.1234251571006,57.0445913178204,72.040023131833,87.1535020103984,102.646163817435,110.778960042754,125.444498370418,131.809895520725,156.038312555368,167.203675794841
"0.565",31.9057521706282,38.2199792649299,43.0133401121696,57.3161970140011,68.5868326096016,87.9104351361846,104.265445755928,111.932449833464,125.641753837141,134.448662369629,154.151472700307,166.365454719162
"0.57",32.6505523198796,38.7179713091818,43.0163604665646,59.008624722168,69.1083021368141,90.3964136783977,102.232212298815,113.717812129283,124.7797986346,136.638110340389,151.63397314349,168.041503859636
"0.575",32.2241953097413,38.3152710632276,44.8436896121389,59.338527945312,70.0485547331516,89.0626480811498,98.7474805507119,111.197814177168,126.22823287019,137.500532693529,152.065497164923,169.693259194037
"0.58",33.2512795592156,38.8376503164534,44.6789044736649,59.6147157878884,69.7780959932055,88.506932991685,100.34177473564,117.368146869059,130.430398163732,138.975608570807,152.98378734118,163.885832405179
"0.585",33.2724448247885,39.1472256392054,44.6608993726212,59.1071247747665,68.5266143923657,88.1933253869026,101.774856362986,115.051143034538,129.141742833984,138.554879294556,152.137722115293,156.807434155127
"0.59",33.3510376400223,39.4980677132857,45.456126854135,60.3045513405525,68.4814277803068,88.2803766318091,100.4359041928,109.843208118779,131.121102909651,135.307967978154,154.940214581852,159.949300952656
"0.595",33.7939973963168,40.1398401959457,45.6764326898818,61.0021130362336,67.9887807046745,89.4945114887772,100.945089136408,109.992991012353,126.48864498111,135.693701756186,151.183143132287,167.004626693616
"0.6",34.6751142097118,41.0864641698544,45.5131770452522,60.6129868893622,68.7819055836335,86.9246000448943,103.075565250761,113.082548124668,123.280684426303,133.471861895266,147.641682445378,160.029163956062
"0.605",35.0474662700035,41.1821529035764,46.3602535412912,61.3974287731085,68.2118005099379,91.586721445712,102.784300275611,117.71357696653,127.658677701215,133.646021531622,146.901225119745,159.480370274932
"0.61",35.8166224300219,41.8235389043664,47.7773573864253,60.5491736966866,67.7866356319321,91.2165368970648,100.027040449243,113.672635275774,128.666044745683,136.607107297114,147.530088471938,161.645266906332
"0.615",36.584784348183,41.3318247991136,46.7792101594735,60.1810349087564,68.8224710046931,90.9455882955171,101.157443085329,111.65867885666,125.476810027436,139.302899014592,154.464095863605,165.079578816063
"0.62",37.787004538311,41.9152472330276,47.4553731650439,60.8999173419957,69.8870904923527,91.8594574676626,99.5858839910083,112.379750403477,125.09214564702,139.8421922287,151.049476965383,160.110995498438
"0.625",37.9131739585126,42.877295333062,48.3625702867774,63.0355109725992,70.2646832588924,91.3827183711802,97.9915805930108,115.917832538117,129.79537957905,138.851306684277,146.901966275263,162.023436564986
"0.63",37.5812622975821,43.1913119428068,49.221765587045,62.4739284622772,70.7652090258946,91.2354949340524,99.7170319198091,112.795326300198,128.163855504683,136.147191741237,149.513177796803,156.086327103564
"0.635",38.6344818307197,43.8941330601202,49.7231443428421,61.7487481760263,70.2601684445677,91.6937497221223,101.05856242336,113.984225887273,127.779074597606,136.774477614316,148.434631841874,158.903676140894
"0.64",39.6144931796178,44.5504305787965,49.937144737674,61.1232861677401,72.5063889384456,91.6816941635659,102.978012738999,115.095006005868,127.004636711259,134.524514991008,151.202256997678,163.080939983414
"0.645",40.1188562914044,44.6995674153832,51.7639655741236,63.5107193943271,73.9936543374225,91.8390532170382,101.558441669441,112.622630039655,130.521740026874,139.007231066178,148.413322950355,167.13752743033
"0.65",39.9538794678838,45.2589218699612,51.8325110249196,63.4278136898039,75.4489615103235,93.4383981047924,100.786412060967,113.885020540202,127.322863418907,138.736693701358,147.30367229092,162.012294011683
"0.655",40.5145324045128,46.8292987390657,52.5046663847183,66.1635186434454,75.2359475270975,97.2038734353384,103.187224620533,116.326929804603,127.675396381565,139.797318959876,148.655541182798,166.275469775503
"0.66",41.0254724738038,46.6698163429926,53.7190534306353,68.8705086961835,78.4407319986651,96.6822254735289,103.699812481146,119.245462446521,127.820227503028,141.436295650283,157.642347409379,165.590028686354
"0.665",41.4035609696512,47.3599937308914,55.4152633311713,68.7207775827339,77.2379158072137,96.3804593570617,104.866440725276,119.24080722998,130.132854527327,141.261894639474,157.314694603002,169.056302571996
"0.67",42.5584390508009,47.8476966583779,57.1958528269439,69.452204319578,77.8228915938712,98.8752877568259,105.055341552457,120.766626704654,134.06587187995,140.613149863091,165.465969829203,173.322317086777
"0.675",43.0690189695644,49.3105659565774,58.1204094369281,72.2689072008717,80.9033913275859,101.702876632789,106.764829269274,125.031862327522,138.503405074682,144.9995322799,161.929765100799,171.0210834858
"0.68",44.196869221452,49.0481674290687,58.3189771507689,71.3740036322319,79.8562500369911,102.08215996954,112.261011369619,127.69376230827,143.537837563803,150.651964407467,161.806408419732,172.630665032578
"0.685",44.4641421074629,49.3829188438412,58.2056130784709,70.4059935080915,84.4917759598386,108.850626855746,113.080504546676,127.896263931334,141.281002090567,151.751583382419,169.000856286521,177.967065288109
"0.69",44.9079349869807,48.7168189750395,59.511039422612,72.4398137232372,88.3143163469882,109.825526746285,113.590431643731,129.630773493565,142.818102307268,150.433785098131,171.098740311587,186.723930921026
"0.695",45.36942921504,48.8194000631284,61.9393269085808,73.5667351158443,87.737247203368,108.868187588723,114.481493275403,128.073179800389,142.374794058572,155.810281590803,172.423624691516,186.064474073689
"0.7",45.6053565617702,49.4085187780781,63.4009854797429,74.8004787959783,86.4033332654738,107.477115201925,115.41929871355,131.539585928776,145.707912860817,156.523181695194,171.083881073874,186.610021106475
"0.705",46.347566931474,51.0873018720061,65.7900354618144,75.4151119366897,88.0818496939584,105.74102236636,118.599345812709,134.688934922389,146.751995060841,157.456052516729,172.507807694297,186.916823138327
"0.71",47.2972455273592,51.9516704031246,65.7141254536519,77.9379088947492,87.3145351096455,109.05976987326,116.939848197738,136.915031573871,147.348710881443,162.664988411131,175.926967153653,190.002020876906
