"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"b=0.005",4.38694036161254,3.20131741694401,3.04701993541303,2.37741840617054,2.36876012389534,2.42876934304515,2.72825783640963,2.40405892837998,2.25495080579982,2.19438360762254,2.31348192102343,2.17977960562182
"b=0.01",4.7002438723064,3.25562713331513,3.30908834566799,2.91588276683224,2.93518036801047,2.72850762213249,2.89676650889146,2.57754141084934,2.82231637931208,2.59149473151127,2.66748909272677,2.58839099627615
"b=0.015",4.91660803100178,3.46682073107901,3.58617584046904,3.26370661795148,3.38803070867763,3.19111932537862,3.80073010926667,3.47578933887868,3.50274231721716,3.27175305119438,3.42765305715244,3.27344233692172
"b=0.02",5.55753584605677,3.71598576487117,3.73788834929573,3.27555786447129,3.23133041523854,3.29520181668693,3.88380527422841,3.62337422288109,4.28527979114652,4.61043421713134,5.28650123886466,5.34552448475694
"b=0.025",5.93313657274221,3.88318516790195,3.64588995327044,3.29803280533509,3.22954364982438,3.48032995315042,4.28406201955196,4.51589843880498,4.99394320332699,5.7238067894778,6.1940804977843,6.71670195524206
"b=0.03",5.75488145239344,3.85553046878709,3.73054075619892,3.39784581444767,3.2720162054942,4.16417545478236,4.76931344919143,5.3451906144341,7.55359446672286,11.3334292933918,18.6510918161263,9.67570975405375
"b=0.035",5.56881917329032,3.93463514078961,3.84722727814639,3.45981673717612,3.6388179584658,4.67804132755673,6.27021463580196,6.58921488821516,13.5505277554524,18.1291677716144,25.1745357393245,22.4447810169582
"b=0.04",5.87171295738227,4.46189360231244,4.37257074846461,3.71945879104104,4.47288226622966,6.39163427827998,6.6372274464126,10.1202598848407,14.1676801177196,40.0310520237689,53.8698458763256,27.114173368657
"b=0.045",5.81390657253132,5.33901244775084,4.57039408205023,4.86251155281879,5.86036417484901,16.9284417447451,18.4745266423051,16.6057973164965,28.7539944379057,54.1915863847675,75.4460616538469,8.88300428391267
"b=0.05",5.58803787453179,5.53746604706683,4.9977436106094,5.61136447470848,6.43846163021875,14.5755594117816,11.3508158834256,20.2723050616061,31.5052549767094,47.019436602913,94.8254636139917,32.1831447878833
"b=0.055",6.09345316324765,5.17148395521736,5.30314163322984,5.84260877151223,9.76510352685089,9.14773211917075,17.6511009479011,28.7328108230649,28.5174843452463,29.0210013185418,49.0338092296336,12.7000815493768
"b=0.06",6.61402650253276,5.15140332535895,6.43732877418752,7.01259791933967,17.3764949731236,10.0922741509839,18.5347124749838,35.2851699839035,22.8892510862314,36.4547913057419,30.5457886604924,35.3842606168916
"b=0.065",7.51892026930588,5.49666650938826,6.62470597493431,14.6492908959343,23.5927237278737,26.1340460567154,22.516473734651,55.7678229847881,61.5393809413375,50.5067774712892,27.1021346266874,84.047674070247
"b=0.07",8.18091098216511,5.84538729797164,6.46256601005686,8.48180677610871,35.4514719984523,13.1397049364531,16.988708959578,38.9893476434695,117.276266675845,68.8076026088055,68.5290828088897,30.7695606462941
"b=0.075",8.74331106109334,5.92413401902986,7.37353860741711,11.6287108628184,23.7400282283717,57.3273009839127,20.7046798586269,42.6751362749713,30.2911284914945,45.6529819812478,19.6432643259453,33.3583457340965
"b=0.08",8.89512969099959,6.4077869929682,8.25448865798537,16.1913386824379,40.7592522531415,25.2241378680335,63.7844917689622,23.3988744875202,49.0878676532281,64.3424453551194,43.8821456222597,43.9674975744644
"b=0.085",9.60144820478735,6.67182927568346,8.52572796929613,17.9082929822109,30.5819941390035,26.3623917421698,99.9045537153591,33.5884605812447,20.4872468155242,25.2410968577551,23.2753846225511,36.6052755912979
"b=0.09",9.49330761388211,6.78396134631671,12.6661719284679,31.0238372289183,45.4663970854478,35.2970023245857,46.1404301339008,22.9117543938284,35.0216195381965,21.0660785318289,29.9248976976729,26.1194089813379
"b=0.095",10.0956078974769,7.02592254758708,18.0905184619044,21.8891366349168,29.4537382867571,80.3589784852961,69.6243636042496,29.5122089575961,18.492646968625,23.6883212417387,24.5750441715261,31.6608070492804
"b=0.1",11.2514208772222,7.22808382312459,16.0046129173305,13.1020020515785,26.1756335018789,21.6802978700295,31.887485380397,94.3747825827725,55.4175853618266,29.978760711655,54.3087291698965,39.3198827783624
"b=0.105",12.6916657014009,8.51933781479641,18.063295808004,11.3337799490818,31.2520712562535,24.0277163392291,24.2534742512756,21.8217819709945,47.974741591331,32.6378098194877,51.8314596483013,23.5005257010939
"b=0.11",12.6504125976,10.485407809561,20.7830577017681,29.1779031490937,61.1148103905072,29.2240074701016,17.8995851141451,20.2043392399063,28.0780550861784,27.6524972315991,53.7163799062367,98.5755979748379
"b=0.115",12.38909970253,12.7891970037078,33.7673180859316,14.9912998515695,30.0339268254823,56.8102628872702,24.2333711884357,12.0866260966001,55.1751929220334,136.40261304078,51.1110466456742,17.4221967587975
"b=0.12",12.3225889102404,10.9827208138559,27.6683455998145,27.6205671478318,17.7794485404999,20.2479664408393,40.0681984334828,48.256157108544,60.9321208448422,41.8378759106788,20.6361557502877,50.524400305032
"b=0.125",10.8368934228894,9.44718062723135,15.9511206834347,40.4457955236058,56.2537604239399,23.3353218621626,24.5832581094751,28.2129007574428,50.434914531879,21.2091139910056,267.155631782851,93.9051216709873
"b=0.13",10.2982985609046,9.23805071935889,43.1189498007367,59.827197431054,98.6509487786945,10.8666830743515,47.2908831241674,57.265213672784,44.2643063222903,172.664757720182,35.4442406880052,77.558855637235
"b=0.135",10.0589918567188,9.64369159862197,80.5610640784479,16.614329534633,13.2100239468756,18.1476391445739,22.6973778870965,20.1678257700341,51.1204279011839,135.15084303868,33.7988581124644,38.4205343286985
"b=0.14",10.1471024944626,9.78547812428178,12.3164442596032,26.9963226556444,24.3638213791776,85.8472692416361,26.4826789389581,27.1468884071564,14.2436390901116,19.8715533934126,68.2051183498122,64.8639826025866
"b=0.145",10.2024680034306,8.52585083121592,13.7114233058921,19.9764332461691,20.7367792105911,63.5953582474696,60.4621120743741,37.9507486081262,38.8151340091711,27.2950946110841,69.5870885184061,112.681947812645
"b=0.15",10.484589496494,10.1062544560423,14.702440140396,26.7354962293945,22.9017997093164,29.4535673464306,43.4680285490704,32.0323486172623,118.680594435807,643.762026676497,64.279313502232,52.5921028177899
"b=0.155",10.8113250845489,15.9147561557432,51.0656028873614,46.9819344235057,40.2010508110291,30.5112777442919,62.2222597415254,28.6295007420842,74.7681013086611,30.0304430237347,25.621070590361,143.147928202758
"b=0.16",11.4683042754569,13.3234423426966,41.3122345193245,22.9844668942362,30.8214083428416,36.2306296863808,43.9704820064467,32.6546347339573,54.953814981466,76.3033029530018,56.4745446353362,43.5550098284006
"b=0.165",12.0343208860354,11.3097391152575,28.9356765117527,16.9309307469833,16.9220800323506,40.1134240471576,33.1106692049912,43.018347503251,68.0044977108849,125.37372673095,164.063151414382,33.3714784109029
"b=0.17",12.4125444397604,32.9269433417998,22.5427289441187,18.820508216168,43.7006734615011,53.2902890203139,41.0884545684753,56.8922464877678,23.9707595226822,68.7987370895024,20.7399205304719,34.7663770265414
"b=0.175",13.0146793778419,17.4897499648813,49.540270762282,29.3401793193354,38.6631046585547,54.8433116341765,78.434745063066,41.758595195651,30.7142870474257,39.9500435667378,26.5623617784863,100.941315978659
"b=0.18",13.8397618380273,65.0824610831416,123.336065222626,17.9314045743668,23.5614266919685,104.372512229652,24.903848726288,28.9558555101815,23.1961889028945,116.425898110908,86.8188435023189,39.4394542653894
"b=0.185",14.3681909381291,23.6894331377947,38.5082101705288,21.4844809135906,25.5341391167586,75.9578248701854,58.1011030132399,65.4461314197195,31.6133329638011,17.2353109346219,26.8891582886222,36.0122113072583
"b=0.19",14.7534716111083,20.9809417376544,56.0537821133379,59.2024799138899,17.4968028589978,84.238732629915,49.6666510347674,37.0342343501298,48.1467755699047,26.2940822412921,37.1226449493764,85.106103174798
"b=0.195",14.8750445048646,16.5868226450925,59.9156213457727,113.070199883413,17.6079228673553,33.3990775249085,114.722038766233,96.6172918201139,47.4285318319835,46.633127620198,72.7950920158531,53.7166305300972
"b=0.2",14.7284180355826,19.0519605308888,39.9755674091572,48.3016010533485,26.3283973111563,71.8028501484067,39.8340483109311,101.313670684261,46.2625150009547,35.1317230274702,66.9069049251427,48.5939853149555
"b=0.205",14.7997871543146,16.463301159517,36.8660857363671,58.4853059472202,60.3710414030435,27.5034537697955,52.8899207591407,174.69348041085,73.3408923558592,63.2036247867443,194.215195448319,270.219123044802
"b=0.21",15.1261908899037,27.7850432191613,21.354343839619,28.4102209430356,7.94459707602988,27.2407301512137,118.501661588447,71.637021472078,88.6851112674508,54.5424221122871,220.622481244313,41.6264988911892
"b=0.215",13.1157078912054,21.2165570198132,19.3951926123183,26.0997472780462,8.83156609281634,25.282558750276,28.5426875538868,43.56938368421,27.0511772282155,72.6551345704387,88.3769544324932,86.0026501251031
"b=0.22",13.0101196573524,12.3863128207806,27.8195299957952,54.2821474235863,9.71329200943154,61.6781791942434,64.0458548136681,69.4766929555321,24.8141466711835,65.7352363292953,103.331575643215,165.128146060606
"b=0.225",13.331396260514,14.4269935581265,58.7613775694962,73.1857860633171,14.6019104441856,69.5434305857554,107.304351206239,51.7039926737869,48.7011079529056,138.234950238354,135.043211289677,203.198729806802
"b=0.23",14.3370434518307,34.4475492825753,65.3147746289704,165.703373912399,18.3424531514057,62.0030246515743,51.9235682764231,36.6446440099699,31.4785883359008,39.6703775194039,34.8092246412791,43.5895021353153
"b=0.235",15.5084883283703,28.7175105538712,103.265203415268,56.0555326704479,47.5790171058319,85.7176374664962,95.2133797209371,32.2887483649957,109.648310297207,71.7978788246894,61.0088917658036,65.3161414927808
"b=0.24",16.967043198549,25.754537941605,53.0277161154278,15.7770871767037,24.0783843117256,32.4853849593257,48.6738368459336,48.0779742822389,184.198061386061,34.0006312957107,127.565719148323,102.318459703593
"b=0.245",18.542351251832,29.7971338918749,43.8733689336773,35.5625514016912,38.5995807986454,63.6480999535413,36.0482832180141,31.5932911020122,83.075128142232,218.734072137881,86.7672964565835,65.3187718132622
"b=0.25",19.5716803750029,19.4392072509145,33.9448976837944,56.7207794978999,27.8948740287998,42.556937725964,36.9546447720985,59.159854396376,36.8991911489005,36.3512197669272,64.1181289880036,92.6652477980682
"b=0.255",20.4506839755605,21.4884999367997,30.9391105332258,30.4731294963471,34.4882416718301,42.3114601924624,54.5956805259084,32.7905627373052,44.7385313025945,34.9464953296205,55.4990257078081,52.930661152846
"b=0.26",37.2677575449031,25.4940459881742,25.8054365028341,31.0121217623078,30.7444794863597,40.093495996589,26.3406228396426,41.0587938331383,68.3488738225807,54.9547809592134,126.630608349416,124.481649009121
"b=0.265",36.6137049347569,38.7376269739503,20.6858544963327,26.5058136670854,25.5992913840574,92.0009334995517,37.4582044206524,100.144753370058,199.05411187321,64.7577417337978,160.280162647243,130.08267527319
"b=0.27",24.3892746626932,25.0614757818894,64.6526813552715,28.2390117632,25.858631102289,46.017849576929,72.2697297165078,48.6935008819079,100.670728206292,183.556310737446,120.953854144271,86.8597317189694
"b=0.275",29.6284259729169,17.8892184888505,51.3789560231065,32.174914833199,62.3171440637184,39.5533846394221,86.470179055137,122.707022728849,153.643531468536,71.5579368279437,96.0586634305592,121.149787281763
"b=0.28",42.5473299950003,25.3152797751033,50.9959468881442,35.8204817212784,33.886269313183,61.7948971347421,54.0575866426104,90.3451047338691,160.748209654929,79.8187574561435,252.969402945587,253.578952642818
"b=0.285",35.7308684350028,22.9325133534303,41.4005279200491,83.771573527329,37.8466250546906,57.3235552527373,39.7786473366926,68.3425205833366,121.882930357246,219.37168756799,163.5758255047,154.436894428497
"b=0.29",24.0012915899177,26.5783940445396,32.770376148154,29.2813472646703,33.0586056028699,79.1505094203411,74.5822484610158,101.027500097791,110.142708221707,243.88837016606,242.803809954787,428.274308670153
"b=0.295",18.4170463419976,27.6785860103333,84.4394822380975,50.5476159719466,55.2400496445982,51.055994411025,45.1601015488456,59.9670321288942,111.824677492105,89.0654959854366,60.9792582736066,134.799156858983
"b=0.3",22.2126606293657,68.4634819457173,69.9886078199505,33.3549250564389,37.1652198256593,58.3813769649615,88.0710008027823,103.922974943073,159.938098083398,98.0357949376777,119.666989210437,223.104326457834
"b=0.305",28.7338943988655,53.87993415256,74.8477540644685,47.5107887269891,61.4035349586929,36.1855886228944,180.965493658575,63.792817998382,86.5793182547519,230.976690394681,314.55565962493,237.774430023151
"b=0.31",36.4633777606784,46.2477864038657,70.2539841185664,57.5030423501657,41.4861938639016,28.4286066220886,128.724994228155,77.8340036540733,147.764697365046,117.598232481074,252.419496930407,104.536372581124
"b=0.315",37.7404133275778,19.4829331654344,149.286946914252,291.806600162732,51.8972787881017,58.6506362787059,72.5374732539168,61.205873428037,72.2556240175044,66.9962418914167,136.970173729838,183.997722905845
"b=0.32",40.3105620578693,21.8460767301767,76.3540734725607,45.0935484086128,44.1319082799306,70.6757072047612,176.627334203599,132.663866002393,235.074614956498,214.214211735511,81.7632903949328,81.8466035411713
"b=0.325",30.2089264591794,15.5180033428582,123.53419859612,69.0712979748224,116.761756215101,47.0342075519241,47.6948319428906,138.159465021436,91.0389440336456,98.2908024598329,76.3207892534159,134.795198679228
"b=0.33",33.1095418846395,12.7294742944547,117.746749320609,111.677531325658,93.2779702802273,88.471768318538,65.4974692935624,113.258515196004,142.605669307656,64.7046870571871,107.70973398435,62.7339935766483
"b=0.335",39.5834673296845,12.0738792675323,128.903438423491,84.2996374628562,96.5347017586137,108.903412911028,106.076778905465,89.1737028760142,84.7715311094591,65.5721986183685,84.0445086093113,73.0189416246916
"b=0.34",22.9698427927508,15.2902554867746,151.11340030618,56.3200354090924,336.450184389028,73.2919795331673,63.8723076956942,64.3868695637805,249.333278667843,159.28462317486,352.52099176619,192.613503152965
"b=0.345",132.518786739599,13.8508281717694,53.6992763346263,36.8868865463391,67.5640669259878,47.6733721090838,57.6065776727558,157.921322196919,78.1144422497503,216.359188728833,281.40758299702,174.791452912503
"b=0.35",25.4385903002195,12.9191546986881,62.8418415871265,57.9346590913879,174.084258800402,76.8879110200271,153.664193923078,261.499256667023,92.2032139814632,197.716612673843,257.33948798653,159.640298921953
"b=0.355",16.5646080814565,18.6375778853142,45.72797432161,117.763870016084,111.430298701935,188.889357670699,128.742660415811,87.6588159030428,118.410332166434,105.343401506241,152.19847689258,175.392667823373
"b=0.36",17.1543334677148,17.7875774597157,71.0587963624232,36.0455248593681,37.3111990060254,135.595895909815,113.664550506513,62.698404961706,63.7754678241135,109.03479785413,143.882071221097,219.588480929991
"b=0.365",16.5254763080713,20.0759386738778,40.2527764974959,36.810357825239,87.2012427236863,65.9332967341024,41.560511944818,80.1709808634231,78.2832235427025,78.2234515930706,181.180035063041,96.0332944712094
"b=0.37",17.2480828787698,21.8804492856608,43.1702704883041,38.1642924377619,33.7739094552598,80.574379665633,94.4091342061523,331.631544145112,396.878315486837,340.452297857814,140.421643209419,128.04344214828
