"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"b=0.005",3.01994292083638,2.90353188580276,2.62275623057906,2.01905249925991,2.09931582206907,2.23868503051861,2.38310853875478,2.17024026032248,2.16072186576234,1.98056580504633,2.11734983864187,1.99605626886149
"b=0.01",3.01183294448089,2.75019018070557,2.97635456035688,2.27787613571571,2.33553037249474,2.52436070174521,2.55912396732931,2.25485857871418,2.58130016388439,2.52301447271226,2.38841446049774,2.44507079485756
"b=0.015",3.24081739634875,2.98906830256437,2.97332310450553,2.31252083191267,2.52458256513145,2.85991200703975,3.001515303595,2.89027901486809,3.18224330738971,3.05465972516405,3.00895276308138,2.93272241204585
"b=0.02",3.37416653694504,3.23667033004889,3.19663213287605,2.54076210719927,3.03030176767795,2.97026350542155,3.47968105898641,3.36229119740875,3.52107778663516,3.70270833312765,4.44672592409435,4.94685398040933
"b=0.025",3.79122428327719,3.45527115822697,3.30121052892359,2.7832377125836,3.08524841555508,3.24956383343824,3.63474224640581,3.81586881082476,4.25118736858587,4.61055844571217,4.63844323927921,5.60856644765884
"b=0.03",4.55828764424781,3.51082750874122,3.42117816949547,3.15518526606535,3.02566519026545,4.11496843875834,4.35013113419937,4.71676886862612,5.67827497341411,6.65730298662399,7.13928536264878,7.56458610065362
"b=0.035",4.94901503781467,3.75198413696393,3.62790002744883,3.18368028232162,3.06308078423611,4.20634790202054,5.52866576476652,5.86603053180601,9.48853651961193,11.7234000531478,16.9866629580219,13.7796311592432
"b=0.04",4.54285067503606,4.07670474847167,4.01782870828768,3.59738865737104,3.25311984214649,5.0505253864687,5.37300759092285,6.340702070109,9.06118852564378,14.3509409431794,21.5826497454679,11.7859298916039
"b=0.045",4.48555749153932,4.098212577456,4.49566125187504,4.00373699252969,4.63519809316107,8.89264466961246,7.03430782173274,12.9093678763994,13.98973465255,23.5302332575449,14.9933331155465,6.85808230238727
"b=0.05",5.07377971524751,4.71151661700032,4.68336079773453,4.26432595076485,4.41827411734874,12.4582506760455,6.92280266085963,16.4373944331716,21.4503676139797,24.2555266749583,31.1708520402449,17.6728187215336
"b=0.055",5.37929313584045,4.815037114467,4.75158294299411,4.66550330690055,5.74977627179416,7.03526097701288,11.8298634518041,17.5377527235159,19.9382547446274,21.8414085349971,23.4131404641353,9.63921314013098
"b=0.06",6.14403447849886,5.08360427706306,5.00978536564806,6.02576482880212,6.95393645554487,8.22702361741097,12.9454805778665,19.7096634513067,18.9555660681846,23.6878354182536,11.8701201728379,11.0465323884564
"b=0.065",6.0207952364249,5.16867231740257,5.24474302677859,7.40629630049526,11.6896954496269,11.8469574250246,10.9875599676676,22.6755987656493,27.1486456825192,23.7524092300883,16.2958319230306,29.9487353656793
"b=0.07",5.55700031357463,5.16112523316745,4.84234213538289,7.66519487190011,11.632205301241,12.0279723685177,12.7299146825481,16.37778534674,38.7731401977633,20.0499747259274,24.7486881936632,13.9166752847297
"b=0.075",5.99674084722105,5.64055895060331,6.50178241894224,8.36676576616179,12.3179923892564,14.110359103743,15.368723510537,22.345125086836,23.8914663854459,39.1197537798392,13.0632919348696,16.8576581620425
"b=0.08",6.51897350832762,5.74497921190496,6.84850045960679,7.34021774951223,14.1855016107323,17.291480446536,15.9132058611033,14.5398610572514,25.1894271010218,16.9443638808232,26.2926593661158,34.8868727485889
"b=0.085",6.63704320163721,5.66722426984781,7.31587145353725,12.3575674128463,16.6902399112432,17.5691157559853,19.2871473583515,22.2995556785803,16.0396072523532,15.4866585917758,19.8200843049204,28.2757986661698
"b=0.09",7.18115752100866,5.94010844558482,7.97950762189794,18.4647158156439,23.4526212378072,19.0880371139701,17.9145327997053,16.2211455197744,14.3055526969308,16.6470577188758,20.0215246687756,16.2128476818949
"b=0.095",7.31627342807004,6.09887639574119,8.84253129279577,15.4121395359862,21.1018953201698,27.3274391137682,19.8296006204179,22.0084785143837,16.6133006306147,15.8692740957008,19.7262099016099,22.8943142474025
"b=0.1",7.92601321666465,6.66852862431534,8.39501557847885,10.2344088621771,13.2204090801244,12.4016636399775,20.0711175718718,36.8574800198193,32.3893784049655,23.6672856467845,19.7332040168701,21.9094597579418
"b=0.105",8.54867902365661,6.85155936554056,9.18942326604903,9.43830641678055,21.7082846514846,11.304216562305,11.4234808099792,13.8875583666206,18.7989648187311,21.0073203515691,29.992359859816,14.7089591295702
"b=0.11",8.66880339305991,7.4211960566694,9.72238285135325,10.0330823224138,30.9197235685081,15.5336031603717,12.698792937063,7.27321996846654,20.6040400282923,21.81636536321,45.2684634194043,45.8579952147111
"b=0.115",8.58348327204578,7.78781334130264,18.0610122074054,10.6296340834023,14.7729450413229,13.6771130893231,11.4791940711338,9.27800923603983,22.7404826355313,62.3259545966757,27.1820880354372,13.7241368072733
"b=0.12",8.43679285371376,8.66944199658236,11.2971424405856,19.4359685624933,13.801311672961,13.9430922392521,15.2006834661623,26.6968598912915,28.853703178249,26.35003761137,13.4548321996878,33.1901074527353
"b=0.125",7.81222794163263,6.69202042110175,9.38644156418289,30.5862244231436,24.9162247422708,13.8515342345244,18.6532601974324,18.1506125063837,25.0731063490953,17.2002186318156,21.1975570861792,20.8273874370878
"b=0.13",7.70760765693284,8.52791512176757,10.6775081873082,23.1661866730605,25.1008354904403,6.5222457427017,16.8801597666697,17.99157394389,18.4674798225926,26.8433072898557,12.6562432521631,40.3222748804553
"b=0.135",7.86345761944575,7.47483176904925,20.6267151330732,14.2810966424623,10.9205750198991,9.54743197985033,14.5541987667676,15.3361089284196,16.0826258398182,24.1134719635039,19.8083331002365,30.3190155962652
"b=0.14",8.16637881065284,7.14218834853513,9.12411290862135,14.2937286569728,17.5420663252607,23.6022910221059,17.0819569247753,13.4720160390414,9.62178753459805,13.6515610836838,41.759281185568,36.2002008289587
"b=0.145",8.43047014043395,6.75484653465559,12.9906385918596,17.0988158148208,12.6468291965135,21.7793333018312,21.494264773672,16.5398770978552,18.9940348560588,10.8112858006817,33.5677058055959,58.8125538780563
"b=0.15",8.65187820645918,7.70891563409818,11.6153224863469,17.1527023072834,15.9295634035893,19.5381304905079,30.5059286920989,24.9440860307478,60.5208833130537,71.6256774311719,24.4896705642753,31.5214395791902
"b=0.155",8.68422587340615,10.1614049728503,15.0322384573636,20.8845082722357,17.5028723281591,14.8539105624937,16.9002517574642,25.7900983153772,31.4248801950932,18.9726190565705,20.3328631477832,71.3920962786915
"b=0.16",9.294002142433,9.55748863295716,23.2213483748363,14.7347605151417,15.1162057418112,17.4459684618235,27.111338657838,21.7255315105736,24.34887025186,34.3762624,41.6014166352515,31.9738316778944
"b=0.165",9.55098128422487,7.44235465800872,17.5169949363559,13.9223912622413,13.3106347590491,34.9211904421946,23.7183152879199,26.9864159125218,20.9560318946222,35.3278840406874,19.377002859664,23.303750152644
"b=0.17",9.91796420497073,10.1602915934205,10.831777983039,12.9785713276666,24.1460181619294,34.8356200757195,20.201134211309,31.1356887631709,15.8273972646739,14.6175750806145,17.4011754143308,19.9776422836694
"b=0.175",10.3028035377956,9.52571936063643,39.515951071294,12.2348583250444,20.3364986615794,27.1934593079951,23.9293071193653,21.0688894163772,19.2053346169959,17.0297196586761,20.5992851086749,17.0096926662207
"b=0.18",10.9610340173857,11.3619311355679,20.6890754620686,13.0094165919337,16.0312653407446,48.587280083162,18.7999138434002,18.8124718973345,16.8459326281569,20.4373957405283,20.5771707827824,26.8454514877761
"b=0.185",10.8181745868654,11.9817863742427,32.7366140052218,12.1128790919518,14.7449287860192,15.0440347346807,27.1075241397433,30.1004369919684,21.4861239450423,14.6400685476919,12.4065217583195,20.8566137624162
"b=0.19",10.7635461041013,15.7083685210739,29.96429938904,27.4849373646004,13.7608581171309,48.1853594781891,22.8612820111109,24.7084635399036,34.1542137367691,14.4879158485201,19.7271827137045,43.0969395257347
"b=0.195",10.2456965590931,12.8763017595507,14.6935943106596,29.1760839245314,12.5897664431601,13.405986138946,74.2757342927554,59.4387177609667,18.9446265388406,27.5578299255012,37.1337189238342,35.2858247900269
"b=0.2",13.3346430575613,14.254262801544,27.0580993214449,22.5393932424448,20.5236000652362,49.1479834480497,32.8398569444879,24.2736766765389,30.924929711179,28.4796846112959,40.0325673134727,23.3117844994858
"b=0.205",13.1425290374038,12.479385504663,27.416630217352,17.5808686583826,9.57584829861876,21.7173897974146,33.7052931021764,28.6542634484401,39.2444657351617,37.3187802336718,66.6764354661359,100.048265967528
"b=0.21",11.0300483572101,14.0441605888508,12.3681259488456,12.7407899077786,6.74339645646197,20.0020536226886,29.8501745262093,27.9957788758261,46.4535688743581,39.1262817640548,85.1971760129081,32.3843608827568
"b=0.215",8.47145975799455,11.5065229078869,10.9644203520875,13.4315824243565,6.19710057022933,16.5220626638053,23.1992671402558,31.1162444304696,22.3377751487712,35.5995297000771,26.8620276803644,30.0090877534911
"b=0.22",8.93853713012399,11.1798490971133,11.0997641359971,18.117457969005,7.2603348875889,22.2971697082262,22.9298328911634,21.9622394757713,19.3689385074735,21.0092421734636,48.0040683228377,92.9158042106054
"b=0.225",8.98845112344673,11.0136964306597,42.1188786551403,15.8556284186876,7.14722615986082,22.6202120105887,51.2385059612381,25.5717708827299,28.2462850414166,74.0293938815233,98.3392623225587,114.192409830694
"b=0.23",8.97211776050195,21.3111408995968,38.7671863354727,54.8078957735877,9.50625661997475,22.6294326655295,23.5414903544214,25.643900397263,28.884906270248,29.5142690030581,26.4022487133499,32.9858278834214
"b=0.235",9.10488007265513,12.7241558414564,34.3392576904166,15.3863911528823,12.1110824478403,29.0725705157491,61.4585341024665,24.806433115715,33.0803187368356,36.6904631916574,42.5532288987364,39.6121992409311
