"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"b=0.005",2.1748344764258,2.08710902015445,1.97218098329676,1.75692532562466,1.7918546404345,1.90726994532617,1.96784550682363,1.83634440408097,1.79656907317079,1.70173977917245,1.6717182189533,1.63480106320712
"b=0.01",2.04453212142366,2.07903730004681,1.90815779071862,1.7466368754709,1.92046410374572,1.93592855321122,2.07048494728061,1.94384290760683,1.89858485718335,1.80699836429808,1.84838398030964,1.75757513652251
"b=0.015",2.10054267158264,2.21185623999363,1.96168768242465,1.76018361145113,1.98314733316433,2.02774419846232,2.28081809409419,2.15298226606138,2.12317270556442,1.95110718582087,2.0110201585967,1.90197160254352
"b=0.02",2.11644814731031,2.30696096231177,2.0681121354185,1.77624027505816,2.01331559903542,2.05884160004645,2.29757660483192,2.27568119354635,2.17224006688362,2.08368523574482,2.19578099693688,2.07594625272734
"b=0.025",2.14592020178355,2.42600984544123,2.18250005724023,1.83211470151401,2.02602069098036,2.05975633002757,2.36144912912451,2.3493031760747,2.37819969961001,2.24476508685721,2.21025833488274,2.13234440888989
"b=0.03",2.13116840591088,2.54835919895649,2.3194295969124,1.96419439597109,2.06566431480912,2.10756981466071,2.56691657988317,2.41674597610655,2.40371405387674,2.34683727724524,2.34370426966289,2.31625991264851
"b=0.035",2.14788638601223,2.71079839486828,2.46269127414184,2.09876257119518,2.11507210913069,2.21393258297905,2.63119843786083,2.40891430297927,2.57089169579298,2.37771822260587,2.61684344731054,2.50550697820218
"b=0.04",2.1909437003802,2.76353390052561,2.54096605159385,2.19064322323676,2.18397813293138,2.34048237973294,2.71043971832743,2.50984203946035,2.72218379290943,2.56414178489329,2.78753032198584,2.61288948717262
"b=0.045",2.24613328833753,2.75312298784515,2.61359472437805,2.36799939404115,2.20698593400191,2.55570628768419,2.69537495162322,2.58961617693304,2.82343239303899,2.90957833908043,2.9304225699013,2.78002512650697
"b=0.05",2.32506457991206,2.78071094115552,2.63502544002554,2.44804674942118,2.30293240984603,2.58758475691135,2.78131669559962,2.64928982094986,2.96876265992948,2.97427702918302,3.06271628145207,2.95239382948594
"b=0.055",2.40449446335678,2.85283506470436,2.7487610111042,2.50284360216062,2.40003535676392,2.65145894595031,2.8395578871672,2.72791284477712,3.04757678247735,3.03059436394119,3.29062294707522,3.17843338801461
